;tender_name;data_created;tender_id;data_execution;documents;organization;goods
30;"Нестандартные запчасти для системы напыления СГОУ №71. Заказчик - ОП ООО ""ИСО"" в Емельяновском р-не Красноярского края (id862177) (2-й этап торгов) (id868425)";Дата создания: 6 марта 2024;ID: 868425;Прием заявок до: 12 марта 2024 21:00 MSK;[];Общество с ограниченной ответственностью Инжиниринг Строительство Обслуживание;"[{'name': 'Патрубок 1070575.01.006 (изм 2)', 'count': '4', 'type': '4', 'url': 'https://www.tender.pro/api/position/19690959/view'}, {'name': 'Валковая задвижка 1071322', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690960/view'}, {'name': 'Конус 1070575.04.001 (изм 2)', 'count': '4', 'type': '1', 'url': 'https://www.tender.pro/api/position/19690961/view'}, {'name': 'Гайка накидная 1070575.001 (изм1)', 'count': '8', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690962/view'}, {'name': 'Туннель 1070575.002 (изм2)', 'count': '4', 'type': '4', 'url': 'https://www.tender.pro/api/position/19690963/view'}, {'name': 'Туннель 1070575.003 (изм2)', 'count': '4', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690964/view'}, {'name': 'Рассеиватель 1070575.007 (изм1)', 'count': '4', 'type': '8', 'url': 'https://www.tender.pro/api/position/19690965/view'}, {'name': 'Труба 1070575.009 (изм1)', 'count': '4', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690966/view'}, {'name': 'Труба 1070575.010 (изм2)', 'count': '4', 'type': '4', 'url': 'https://www.tender.pro/api/position/19690967/view'}, {'name': 'Муфта 1070575.011 (изм1)', 'count': '4', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690968/view'}, {'name': 'Нестандартные запчасти для системы напыления СГОУ №71. Заказчик - ОП ООО ""ИСО"" в Емельяновском р-не Красноярского края (id862177)', 'count': 'ID', 'type': '4', 'url': 'https://www.tender.pro/api/tender/862177/view_public'}]"
31;"Поставка сантехники и комплектующих в адрес Общество с Ограниченной Ответственностью ""Инжиниринг Строительство Обслуживание"" филиал в г. Новокузнецк   (id862326)   (3-й этап торгов) (id868374)";Дата создания: 6 марта 2024;ID: 868374;Прием заявок до: 13 марта 2024 10:00 MSK;[];Филиал ООО ИСО в г. Новокузнецк;"[{'name': 'Арматура (комплект) к смывному бачку', 'count': '3', 'type': '3', 'url': 'https://www.tender.pro/api/position/19690209/view'}, {'name': 'Гидросифон удлиненный Ани', 'count': '60', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690210/view'}, {'name': 'Гидросифон удлиненный Ани', 'count': '25', 'type': '60', 'url': 'https://www.tender.pro/api/position/19690211/view'}, {'name': 'Заглушка резьбовая PPRC 20х1/2', 'count': '240', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690212/view'}, {'name': 'Заглушка резьбовая PPRC 20х1/2', 'count': '100', 'type': '25', 'url': 'https://www.tender.pro/api/position/19690213/view'}, {'name': 'Кран шаровый 626 Dn20 Pn25 Bugatti', 'count': '55', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690214/view'}, {'name': 'Кран шаровый PPRC D20', 'count': '160', 'type': '240', 'url': 'https://www.tender.pro/api/position/19690215/view'}, {'name': 'Кран шаровый PPRC D20', 'count': '80', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690216/view'}, {'name': 'Кран шаровый PPRC Dn25', 'count': '80', 'type': '100', 'url': 'https://www.tender.pro/api/position/19690217/view'}, {'name': 'Кран шаровый PPRC Dn25', 'count': '40', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690218/view'}, {'name': 'Поставка сантехники и комплектующих в адрес Общество с Ограниченной Ответственностью ""Инжиниринг Строительство Обслуживание"" филиал в г. Новокузнецк\xa0\xa0 (id862326)', 'count': 'ID', 'type': '55', 'url': 'https://www.tender.pro/api/tender/862326/view_public'}]"
32;"Поставка монтажных материалов и кабельной продукции для выполнения работ по монтажу системы видеомониторинга герметизации электролизеров (корпуса 13-16) АО ""РУСАЛ Красноярск"" (id856559) . Запрос дополнительной скидки  (3-й этап торгов). Скорректировано количество + Консоль с опорой KSP400 (id868349)";Дата создания: 6 марта 2024;ID: 868349;Прием заявок до: 13 марта 2024 12:00 MSK;[];ООО Корсис;"[{'name': 'Стеклотекстолит, 100х200х6мм, ГОСТ 12652-74', 'count': '79', 'type': '79', 'url': 'https://www.tender.pro/api/position/19690012/view'}, {'name': 'Диэлектрические силиконовые пластины 300x300x3 мм ТУ 2500-376-00152106-94', 'count': '80', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690013/view'}, {'name': 'Замок-фиксатор (замок ленты)', 'count': '158', 'type': '80', 'url': 'https://www.tender.pro/api/position/19690014/view'}, {'name': 'Коннектор под витую пару, категории 6', 'count': '464', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690015/view'}, {'name': 'Болт анкерный с гайкой М14х100', 'count': '42', 'type': '158', 'url': 'https://www.tender.pro/api/position/19690016/view'}, {'name': 'Болт М10х120 мм DIN 933', 'count': '132', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690017/view'}, {'name': 'Болт М10х16 мм DIN 933', 'count': '264', 'type': '464', 'url': 'https://www.tender.pro/api/position/19690018/view'}, {'name': 'Распорный анкер, болт с шестигранной головкой М8х65', 'count': '128', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690019/view'}, {'name': 'Гайка М10 DIN 980', 'count': '132', 'type': '42', 'url': 'https://www.tender.pro/api/position/19690020/view'}, {'name': 'Шайба плоская увеличенная М10 DIN9021', 'count': '528', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19690021/view'}, {'name': 'Поставка монтажных материалов и кабельной продукции для выполнения работ по монтажу системы видеомониторинга герметизации электролизеров (корпуса 13-16) АО ""РУСАЛ Красноярск"" (id856559)', 'count': 'ID', 'type': '132', 'url': 'https://www.tender.pro/api/tender/856559/view_public'}]"
33;Закупка запчастей  Roxell,  Биг Дачмен, Skov, Ermaf и ДР для площадок ГК Черкизово (тендер будет проводиться в два этапа) (id868320);Дата создания: 6 марта 2024;ID: 868320;Прием заявок до: 13 марта 2024 13:45 MSK;[];Публичное акционерное общество Группа Черкизово;[{'name': 'Трансформатор Ermaf зажигания Danfoss OIL N51400206', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19689754/view'}, {'name': 'Трансформатор Ermaf зажигания Danfoss OIL N51400206', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19689755/view'}, {'name': 'Электродвигатель для сервопривода DA75Х-3,6 230 V 432917', 'count': '2', 'type': '1', 'url': 'https://www.tender.pro/api/position/19689756/view'}, {'name': 'Защитная крышка для DA 75A, 230В 432929', 'count': '3', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19689757/view'}, {'name': 'Датчик Skov 0-100Па 24В разряжения 413240 413240', 'count': '4', 'type': '2', 'url': 'https://www.tender.pro/api/position/19689758/view'}, {'name': 'Лента перфорированная для сбора яйца 400*1,7 мм 1.700040000', 'count': '600', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19689759/view'}, {'name': 'Кронштейн Roxell лебедки 02000792', 'count': '10', 'type': '3', 'url': 'https://www.tender.pro/api/position/19689760/view'}, {'name': 'Спираль FA 55 (Roxell) 03300571 3300571', 'count': '20', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19689761/view'}, {'name': 'Сигнализация Hotraco группы ACA-1N (HO12001000)', 'count': '2', 'type': '4', 'url': 'https://www.tender.pro/api/position/19689762/view'}, {'name': 'Шланг деараторный', 'count': '10', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19689763/view'}, {'name': 'Закупка запчастей\xa0 Roxell,  Биг Дачмен, Skov, Ermaf и ДР для площадок ГК Черкизово (тендер будет проводиться в два этапа) (id868320)', 'count': 'ID', 'type': '600', 'url': 'https://www.tender.pro/api/tender/868320/view_public'}]
34;"Отбор поставщиков трубного металлопроката для поставки во 2 квартале 2024 г. для ФИЛИАЛ ОП ООО «ИСО» Емельяновский район Красноярского края, ФИЛИАЛ ООО ""ИСО"" в г. Братск, ФИЛИАЛ ООО ""ИСО"" в г. Красноярск, ФИЛИАЛ ООО ""ИСО"" в г. Новокузнецк, ФИЛИАЛ ООО ""ИСО"" в г. Шелехов, ФИЛИАЛ ООО ""ИСО"" в г. САЯНОГОРСК, ФИЛИАЛ ООО ""ИСО"" в г. Тайшет. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется)  (id868307)";Дата создания: 6 марта 2024;ID: 868307;Прием заявок до: 14 марта 2024 10:00 MSK;[];"Филиал ООО ""ИСО"" в г. Красноярск";"[{'name': 'Труба 108х4 Ст20 ГОСТ 8732-78', 'count': '0.698', 'type': '0.698', 'url': 'https://www.tender.pro/api/position/19689478/view'}, {'name': 'Труба 20х2 Ст20 ГОСТ 8734-75', 'count': '0.016', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19689479/view'}, {'name': 'Труба 20х3.2 Ст20 ГОСТ 8734-75', 'count': '0.022', 'type': '0.016', 'url': 'https://www.tender.pro/api/position/19689480/view'}, {'name': 'Труба 219х8 Ст20 ГОСТ 8732-78', 'count': '0.24', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19689481/view'}, {'name': 'Труба 273х10 Ст20 ГОСТ 8732-78', 'count': '8.876', 'type': '0.022', 'url': 'https://www.tender.pro/api/position/19689482/view'}, {'name': 'Труба 28х3 Ст20 ГОСТ 8734-75', 'count': '0.082', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19689483/view'}, {'name': 'Труба 325х8 Ст20 ГОСТ 8732-78', 'count': '0.1', 'type': '0.24', 'url': 'https://www.tender.pro/api/position/19689484/view'}, {'name': 'Труба 57х4 Ст20 ГОСТ 8732-78', 'count': '0.112', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19689485/view'}, {'name': 'Труба 89х5 Ст20 ГОСТ 8732-78', 'count': '0.125', 'type': '8.876', 'url': 'https://www.tender.pro/api/position/19689486/view'}, {'name': 'Труба ВГП 20х3.2 ГОСТ 3262-75', 'count': '0.138', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19689487/view'}, {'name': 'Отбор поставщиков трубного металлопроката для поставки во 2 квартале 2024 г. для ФИЛИАЛ ОП ООО «ИСО» Емельяновский район Красноярского края, ФИЛИАЛ ООО ""ИСО"" в г. Братск, ФИЛИАЛ ООО ""ИСО"" в г. Красноярск, ФИЛИАЛ ООО ""ИСО"" в г. Новокузнецк, ФИЛИАЛ ООО ""ИСО"" в г. Шелехов, ФИЛИАЛ ООО ""ИСО"" в г. САЯНОГОРСК, ФИЛИАЛ ООО ""ИСО"" в г. Тайшет. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется)  (id868307)', 'count': 'ID', 'type': '0.082', 'url': 'https://www.tender.pro/api/tender/868307/view_public'}]"
35;Конкурсный отбор на поставку дымовой трубы с циклоном-каплеуловителем для АО «РУСАЛ Новокузнецк» с оказанием услуг по ШМР и ПНР (id843665) (2-й этап торгов) (id867914);Дата создания: 6 марта 2024;ID: 867914;Прием заявок до: 11 марта 2024 10:00 MSK;[];"Общество с ограниченной ответственностью ""Объединенная Компания РУСАЛ Инженерно-технологический центр""";[{'name': 'Дымовая труба с циклоном- каплеуловителем', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19685875/view'}, {'name': 'Услуги по ШМР, ПНР', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19685876/view'}, {'name': 'Конкурсный отбор на поставку дымовой трубы с циклоном-каплеуловителем для АО «РУСАЛ Новокузнецк» с оказанием услуг по ШМР и ПНР (id843665)', 'count': 'ID', 'type': '1', 'url': 'https://www.tender.pro/api/tender/843665/view_public'}]
36;"Поставка 1663 Запчасти YTU-10(тз 1007 и 1018) БГ 198 и 259. Заказчик - АО ""Быстринская горная компания"". ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется, вся информация, контакты и документация доступны зарегистрированным пользователям) (id857211)   (3-й этап торгов) (id868282)";Дата создания: 6 марта 2024;ID: 868282;Прием заявок до: 14 марта 2024 23:00 MSK;[];ООО ФЕДОРОВО МИНЕРАЛЗ;"[{'name': 'Аккумулятор для радиопередатчика CSPB25.06-55', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19689114/view'}, {'name': 'Вал приводной передний CSPB25T.0-5', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19689115/view'}, {'name': 'Вал трансмиссии постоянный CSPB25T.0-7', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19689116/view'}, {'name': 'Выключатель автоматический защиты двигателя NSC160S3160MAN CSPB25.07-5', 'count': '5', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19689112/view'}, {'name': 'Выключатель автоматический защиты двигателя NSC250S3200MA CSPB25.07-6', 'count': '5', 'type': '1', 'url': 'https://www.tender.pro/api/position/19689113/view'}, {'name': 'Выключатель двери конечный CSPB25.02-1', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19689117/view'}, {'name': 'Выключатель питания главный 0270044', 'count': '1', 'type': '5', 'url': 'https://www.tender.pro/api/position/19689118/view'}, {'name': 'Генератор 28В 55A CSPB25.04-6', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19689119/view'}, {'name': 'Дроссель гидравлический, гидроцилиндр WM512C 230088', 'count': '2', 'type': '5', 'url': 'https://www.tender.pro/api/position/19689120/view'}, {'name': 'Замок двери CSPB25.07-3', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19689121/view'}, {'name': '\r\nПоставка 1663 Запчасти YTU-10(тз 1007 и 1018) БГ 198 и 259. Заказчик - АО ""Быстринская горная компания"". ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется, вся информация, контакты и документация доступны зарегистрированным пользователям) (id857211)', 'count': 'ID', 'type': '1', 'url': 'https://www.tender.pro/api/tender/857211/view_public'}]"
37;Закупка металлопроката на март 2024 (id868227);Дата создания: 5 марта 2024;ID: 868227;Прием заявок до: 10 марта 2024 23:00 MSK;[];"ООО ПКП ""Титан""";[{'name': 'Лист г/к 4мм 1,5х6,0м', 'count': '0.75', 'type': '0.75', 'url': 'https://www.tender.pro/api/position/19688724/view'}, {'name': 'Труба стальная ст.08Х18Н10 60,3х1,5 мм.(6000мм)', 'count': '3', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19688725/view'}, {'name': 'Лист г/к 2мм 1,25х2,5м', 'count': '0.5', 'type': '3', 'url': 'https://www.tender.pro/api/position/19688726/view'}, {'name': 'Труба профильная 40х40х3', 'count': '0.1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19688727/view'}, {'name': 'Лист 3х1250х2500 Ст3', 'count': '1', 'type': '0.5', 'url': 'https://www.tender.pro/api/position/19688728/view'}, {'name': 'Труба проф 50х50х4', 'count': '0.5', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19688729/view'}, {'name': 'Труба проф. 100х100х4', 'count': '0.5', 'type': '0.1', 'url': 'https://www.tender.pro/api/position/19688730/view'}, {'name': 'Уголок 50х50х4', 'count': '0.5', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19688731/view'}, {'name': 'Швеллер 8П', 'count': '0.14', 'type': '1', 'url': 'https://www.tender.pro/api/position/19688732/view'}, {'name': 'Пруток 10мм оцинкованная сталь', 'count': '10', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19688733/view'}]
38;"Закупка АО ""Васильевская птицефабрика"" ППК, Выращивание, Воспроизводство, - Металлоизделия, металлопрокат, шланги, рукава, копролоновые стержни. (id868215)";Дата создания: 5 марта 2024;ID: 868215;Прием заявок до: 11 марта 2024 11:00 MSK;[];Публичное акционерное общество Группа Черкизово;"[{'name': 'Труба стальная бесшовная холоднодеформиров. 14х2,0 мм', 'count': '4', 'type': '4', 'url': 'https://www.tender.pro/api/position/19688585/view'}, {'name': 'Лист 2,0x1000x2000 AISI 304', 'count': '15', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19688586/view'}, {'name': 'Труба 73х5,5 НКТ с муфтами', 'count': '32', 'type': '15', 'url': 'https://www.tender.pro/api/position/19688587/view'}, {'name': 'Лист рифленый 4мм 1500x6000', 'count': '1', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19688588/view'}, {'name': 'Шнур резиновый круглое сечение D8мм ТЭП 5200 Т/8', 'count': '100', 'type': '32', 'url': 'https://www.tender.pro/api/position/19688589/view'}, {'name': 'Шланг силиконовый внутренний диаметр 14мм стенка 2мм', 'count': '100', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19688590/view'}, {'name': 'Капролон стержень А D150x1000мм PA 6 ТУ 2224-001-78534599-2006', 'count': '125', 'type': '1', 'url': 'https://www.tender.pro/api/position/19688591/view'}, {'name': 'Рукав кислородный D 9 мм черный (40м бухта)', 'count': '3', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19688592/view'}, {'name': 'Капролон стержень D80x1000мм ПА6-МДМ белый ТУ 2224-001-78534599-2006', 'count': '30', 'type': '100', 'url': 'https://www.tender.pro/api/position/19688593/view'}, {'name': 'Рукав напорно-всасывающий Б-1-150 ГОСТ 5398-76', 'count': '9', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19688594/view'}, {'name': 'Закупка\xa0АО ""Васильевская птицефабрика"" ППК, Выращивание, Воспроизводство, - Металлоизделия, металлопрокат, шланги, рукава, копролоновые стержни. (id868215)', 'count': 'ID', 'type': '100', 'url': 'https://www.tender.pro/api/tender/868215/view_public'}]"
39;"Закупка Филиал ""Узловская птицефабрика"" Акционерное общество ""Куриное Царство"" Тэны, Уплотнения, FERMOD (id868176)";Дата создания: 5 марта 2024;ID: 868176;Прием заявок до: 11 марта 2024 10:00 MSK;[];Публичное акционерное общество Группа Черкизово;"[{'name': 'ТЭН для стиральной машины Candy 41034901,41043158 1300W', 'count': '2', 'type': '2', 'url': 'https://www.tender.pro/api/position/19688205/view'}, {'name': 'ТЭН для стиральной машины LG F4M5VS6W', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19688206/view'}, {'name': 'Прижим угловой для уплотнителя FERMOD 2313', 'count': '12', 'type': '2', 'url': 'https://www.tender.pro/api/position/19688207/view'}, {'name': 'ТЭН 5000Вт для стиральной машины', 'count': '4', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19688208/view'}, {'name': 'Холодильник отбора проб одноточечный ТЕПЛОТЕХ-КОМПЛЕКТ ХОПР-1-89 НТ00286752', 'count': '1', 'type': '12', 'url': 'https://www.tender.pro/api/position/19688209/view'}, {'name': 'ТЭН для стиральной машины Weissgauff 1748100000434 1800W', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19688210/view'}, {'name': 'Уплотнитель резиновый FERMOD 1м 8511', 'count': '40', 'type': '4', 'url': 'https://www.tender.pro/api/position/19688211/view'}, {'name': 'Реле давления Dungs LGW3 A2 M артикул 272337', 'count': '4', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19688212/view'}, {'name': 'Труба профильная 15x15x1,5', 'count': '60', 'type': '1', 'url': 'https://www.tender.pro/api/position/19688213/view'}, {'name': 'ТЭН для стиральной машины Gorenje 234844 1700W', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19688214/view'}, {'name': 'Закупка\xa0Филиал ""Узловская птицефабрика"" Акционерное общество ""Куриное Царство"" Тэны, Уплотнения,\xa0FERMOD (id868176)', 'count': 'ID', 'type': '2', 'url': 'https://www.tender.pro/api/tender/868176/view_public'}]"
40;744, 801, 2195, 2242, 2386, 2523, 2640 Металлопрокат для АО Турбаслинские бройлеры и ООО Уральская мясная компания (id868144);Дата создания: 5 марта 2024;ID: 868144;Прием заявок до: 12 марта 2024 14:00 MSK;[];Публичное акционерное общество Группа Черкизово;[{'name': 'Круг стальной диам 35мм, 6000 мм', 'count': '0.5', 'type': '0.5', 'url': 'https://www.tender.pro/api/position/19688169/view'}, {'name': 'Труба D154x2х6000мм AISI 304 DIN 11850', 'count': '6', 'type': 'т', 'url': 'https://www.tender.pro/api/position/19688170/view'}, {'name': 'Сетка тканая нержавеющая 1000мм 0,5x0,5мм d0,2мм ГОСТ 3826-82', 'count': '2', 'type': '6', 'url': 'https://www.tender.pro/api/position/19688171/view'}, {'name': 'Труба стальная сварная водогазопроводная 20х2,5 мм', 'count': '100', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19688172/view'}, {'name': 'Труба профильная 20х20х1,5мм', 'count': '500', 'type': '2', 'url': 'https://www.tender.pro/api/position/19688173/view'}, {'name': 'Труба профильная 40х20х2', 'count': '0.2', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19688174/view'}, {'name': 'Саморез по металлу 5,5х19 цинк', 'count': '1000', 'type': '100', 'url': 'https://www.tender.pro/api/position/19688175/view'}, {'name': 'Труба профильная 20х20х2', 'count': '200', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19688176/view'}, {'name': 'Швеллер горячекатанный 100мм', 'count': '120', 'type': '500', 'url': 'https://www.tender.pro/api/position/19688177/view'}, {'name': 'Прокат шпоночный 10х8 нержавеющая сталь', 'count': '10', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19688178/view'}, {'name': '744, 801, 2195, 2242, 2386, 2523, 2640 Металлопрокат для АО Турбаслинские бройлеры и ООО Уральская мясная компания (id868144)', 'count': 'ID', 'type': '0.2', 'url': 'https://www.tender.pro/api/tender/868144/view_public'}]
41;"Закупка сантехники, манометров, метизов для АО ""Васильевская птицефабрика"" ГП ЧЕРКИЗОВО (id868136)";Дата создания: 5 марта 2024;ID: 868136;Прием заявок до: 7 марта 2024 13:00 MSK;[];Публичное акционерное общество Группа Черкизово;[{'name': 'Ниппель переходной НР/НР 1x3/4 нержавеющий', 'count': '20', 'type': '20', 'url': 'https://www.tender.pro/api/position/19687882/view'}, {'name': 'Клапан обратный подъемный 16кч9п Ду50 Ру25', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687883/view'}, {'name': 'Фитинг DN 08 DKF-W(Г)22х1,5', 'count': '20', 'type': '1', 'url': 'https://www.tender.pro/api/position/19687884/view'}, {'name': 'Фитинг DKF-W DN 8 22х1.5', 'count': '20', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687885/view'}, {'name': 'Рукав фильтрующий Cintropur для NW25 25 мкр FWVC025NW250', 'count': '50', 'type': '20', 'url': 'https://www.tender.pro/api/position/19687886/view'}, {'name': 'Манометр ДМ 05100-60 кПа-1,5-01', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687887/view'}, {'name': 'Манометр ДМ-02-100-1М (0-6)', 'count': '2', 'type': '20', 'url': 'https://www.tender.pro/api/position/19687888/view'}, {'name': 'Соединитель ремонтный D10', 'count': '60', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687889/view'}, {'name': 'Штуцер для РВД М22х1,5 грань S22', 'count': '10', 'type': '50', 'url': 'https://www.tender.pro/api/position/19687890/view'}, {'name': 'Соединитель ремонтный D8', 'count': '60', 'type': 'компл', 'url': 'https://www.tender.pro/api/position/19687891/view'}]
42;"Запрос котировок на закупку материалов для ООО ""Руссоль"" ЦДПС Усольев 2024 г. (id868113)";Дата создания: 5 марта 2024;ID: 868113;Прием заявок до: 11 марта 2024 10:00 MSK;[];"Общество с ограниченной ответственностью ""Руссоль""";[{'name': 'Провод электрический СИП-4 4х16', 'count': '100', 'type': '100', 'url': 'https://www.tender.pro/api/position/19687469/view'}, {'name': 'Зажим для натяжения кабеля/троса EKF PA-25-100', 'count': '100', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19687470/view'}, {'name': 'Наконечник кабельный НШАЛ 16-14', 'count': '6', 'type': '100', 'url': 'https://www.tender.pro/api/position/19687471/view'}, {'name': 'Наконечник кабельный (алюминиевый) DL-16', 'count': '6', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687472/view'}, {'name': 'Труба канализационная ПВХ 2000х110х2,2 мм', 'count': '6', 'type': '6', 'url': 'https://www.tender.pro/api/position/19687473/view'}, {'name': 'Труба канализационная ПВХ 1000х110х2,2 мм', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687474/view'}, {'name': 'Отвод канализационный ПВХ Д 110 90 гр.', 'count': '6', 'type': '6', 'url': 'https://www.tender.pro/api/position/19687475/view'}, {'name': 'Отвод канализационный ПВХ Д 110 45 гр.', 'count': '6', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687476/view'}, {'name': 'Греющий кабель саморегулирующийся 16Вт/м', 'count': '200', 'type': '6', 'url': 'https://www.tender.pro/api/position/19687477/view'}, {'name': 'Утеплитель для труб Техно 80ФА 1200х110х50', 'count': '28', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687478/view'}]
43;"Отбор на поставку материалов КИП для АО""РУСАЛ Бокситогорск"" (id861401) (2-й этап торгов) (id868078)";Дата создания: 5 марта 2024;ID: 868078;Прием заявок до: 12 марта 2024 23:00 MSK;[];"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСАЛ БОКСИТОГОРСКИЙ ГЛИНОЗЕМ""";"[{'name': 'Узел пишущий специальный УПС-04С', 'count': '65', 'type': '65', 'url': 'https://www.tender.pro/api/position/19687126/view'}, {'name': 'аккумулятор АА 2500 мА', 'count': '6', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687127/view'}, {'name': 'Мегаомметр Е6-32, арт. МОМ 114', 'count': '2', 'type': '6', 'url': 'https://www.tender.pro/api/position/19687128/view'}, {'name': 'Термопреобразователь ТТЦ06-1300-1/НН(N)/O+1300С/ГП', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687129/view'}, {'name': 'Пирометр PROconnect p-400 13-3060', 'count': '1', 'type': '2', 'url': 'https://www.tender.pro/api/position/19687130/view'}, {'name': 'Мультиметр М-266А клещи токоизмерительные', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687131/view'}, {'name': 'Фото реле ФР-601', 'count': '4', 'type': '1', 'url': 'https://www.tender.pro/api/position/19687132/view'}, {'name': 'Вольтметр Э365-1 Переменный ток, 0-500 В ГОСТ 8711-60', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687133/view'}, {'name': 'Вольтметр Э30 Переменный ток, 0-250 В ГОСТ 8711-60', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19687134/view'}, {'name': 'Вольтметр Э378 Переменный ток, 0-500 В ГОСТ 8711-6', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19687135/view'}, {'name': 'Отбор на поставку материалов КИП для АО""РУСАЛ Бокситогорск"" (id861401)', 'count': 'ID', 'type': '1', 'url': 'https://www.tender.pro/api/tender/861401/view_public'}]"
